ID_cliente,Nombre,Edad,Género,Región,Nivel_educacional,Satisfacción_servicio (1-5),Tiempo_respuesta (minutos),Recomendaría_empresa,Compras_último_mes
2659,Jesús,,Femenino,Coquimbo,Técnica,3,43.08,Sí,3
2660,Nacho,56.0,Masculino,O’Higgins,Técnica,2,40.68,Sí,8
2661,Gertrudis,49.0,Femenino,Metropolitana,Postgrado,4,63.18,Sí,2
2662,Eric,50.0,,Tarapacá,Básica,4,,,5
2663,Evita,,Femenino,Aysén,Media,1,34.29,No,4
2664,Clemente,29.0,,Magallanes,Básica,3,45.0,Sí,3
2665,Charo,55.0,Masculino,Arica y Parinacota,Básica,3,23.08,Sí,6
2666,Augusto,69.0,Femenino,Los Ríos,Media,1,46.91,Sí,4
2667,Nicanor,51.0,Masculino,Los Lagos,Universitaria,2,33.65,No,3
2668,Irene,31.0,Masculino,Maule,Básica,3,12.53,No,3
2669,Zoraida,53.0,Masculino,Coquimbo,Básica,2,17.14,,3
2670,Martin,50.0,Femenino,Araucanía,,4,24.2,Sí,3
2671,Dimas,40.0,No binario,Biobío,Universitaria,5,29.12,,3
2672,Ibán,67.0,No binario,Coquimbo,Técnica,1,42.38,No,10
2673,Nacio,62.0,Masculino,Araucanía,Postgrado,3,29.1,No,10
2674,Ángeles,19.0,Femenino,Magallanes,Postgrado,1,41.99,No,6
2675,Gastón,58.0,Femenino,Ñuble,Universitaria,4,31.08,Sí,5
2676,Xavier,38.0,Masculino,Atacama,Básica,4,30.12,,3
2677,Elisa,19.0,Masculino,Tarapacá,Postgrado,4,27.08,No,6
2678,Lola,44.0,Masculino,Coquimbo,Universitaria,4,39.82,Sí,4
2679,Benito,26.0,No binario,Tarapacá,,5,31.29,Sí,6
2680,Íñigo,18.0,Femenino,Araucanía,Postgrado,2,22.67,Sí,5
2681,Martina,28.0,Femenino,Metropolitana,Media,2,33.32,,0
2682,Juan Francisco,20.0,Masculino,Biobío,,5,25.43,No,8
2683,Julia,69.0,Femenino,Maule,Postgrado,2,24.87,Sí,6
2684,Teófilo,40.0,Masculino,Maule,Universitaria,4,41.83,No,3
2685,Brunilda,43.0,Masculino,Biobío,Técnica,2,28.41,Sí,7
2686,Édgar,,Femenino,Valparaíso,Postgrado,1,51.35,No,5
2687,Loreto,35.0,,Arica y Parinacota,Postgrado,2,37.35,Sí,4
2688,Marco,23.0,Femenino,Magallanes,,1,22.34,No,2
2689,Fabián,52.0,Masculino,Los Ríos,Postgrado,3,21.66,Sí,6
2690,Magdalena,39.0,Femenino,Valparaíso,Universitaria,1,17.59,Sí,4
2691,Natividad,60.0,Masculino,Coquimbo,,1,36.06,,6
2692,Yago,32.0,Femenino,Atacama,Técnica,4,21.43,No,3
2693,Luisina,39.0,Masculino,Magallanes,Universitaria,4,7.34,Sí,7
2694,Mariano,54.0,Masculino,Araucanía,Universitaria,4,13.49,Sí,3
2695,Crescencia,69.0,No binario,Valparaíso,Básica,1,18.96,Sí,5
2696,Sara,59.0,Masculino,Valparaíso,,5,33.37,Sí,4
2697,Reyes,29.0,,Magallanes,,4,29.17,No,5
2698,Nazaret,64.0,No binario,Magallanes,Técnica,4,39.43,Sí,2
2699,Mohamed,66.0,Masculino,Los Lagos,Básica,1,20.93,,6
2700,Manolo,59.0,Masculino,Valparaíso,Técnica,3,26.76,Sí,3
2701,Rosalva,55.0,Femenino,Tarapacá,Técnica,3,,,3
2702,Benjamín,35.0,No binario,Aysén,Postgrado,2,26.59,Sí,3
2703,Cornelio,62.0,No binario,Los Lagos,,3,32.24,Sí,5
2704,Baltasar,,Femenino,Magallanes,Postgrado,4,23.44,Sí,7
2705,Laura,47.0,Femenino,Metropolitana,Media,5,27.74,Sí,4
2706,Soraya,41.0,Masculino,Los Lagos,Media,2,34.75,No,6
2707,Amancio,59.0,No binario,Atacama,Media,5,36.57,Sí,4
2708,César,47.0,,Los Ríos,Postgrado,5,31.18,Sí,8
2709,Nicolasa,,Masculino,Aysén,Postgrado,4,27.4,Sí,10
2710,Maristela,,Masculino,Araucanía,Media,1,31.3,Sí,4
2711,Silvia,20.0,Masculino,Maule,Postgrado,1,22.64,Sí,7
2712,Andrea,33.0,Masculino,Magallanes,Universitaria,1,27.85,Sí,5
2713,Eliseo,24.0,Femenino,Ñuble,Universitaria,3,33.32,No,9
2714,Adrián,69.0,Masculino,Tarapacá,Postgrado,1,39.87,No,4
2715,Jenaro,,Masculino,Coquimbo,Postgrado,4,20.88,No,10
2716,Gema,26.0,Masculino,Los Lagos,Básica,3,28.23,Sí,3
2717,Paz,32.0,No binario,Atacama,Básica,1,19.95,Sí,4
2718,Isaac,38.0,Femenino,Maule,Técnica,5,25.56,No,3
2719,Susana,52.0,Masculino,Atacama,Técnica,4,40.01,Sí,4
2720,Joaquina,19.0,Masculino,O’Higgins,Técnica,4,24.63,,8
2721,Nicolás,44.0,No binario,O’Higgins,Media,2,,Sí,5
2722,Rosalva,19.0,Femenino,Valparaíso,Universitaria,4,17.63,Sí,2
2723,Samu,52.0,Masculino,Valparaíso,Media,5,24.39,Sí,9
2724,Olivia,35.0,Masculino,Magallanes,Postgrado,4,14.52,,1
2725,Basilio,31.0,Masculino,Biobío,Básica,2,32.79,Sí,6
2726,Nydia,37.0,Masculino,O’Higgins,,4,,,2
2727,Álvaro,35.0,Femenino,Araucanía,Postgrado,4,33.37,Sí,7
2728,León,,,Los Ríos,Básica,2,34.01,Sí,6
2729,Estela,42.0,Femenino,Araucanía,Postgrado,4,33.39,Sí,5
2730,Chucho,19.0,Femenino,Ñuble,Técnica,3,14.74,Sí,5
2731,Belen,,Masculino,Maule,Básica,4,22.12,Sí,4
2732,Donato,50.0,Femenino,Aysén,Postgrado,1,7.56,Sí,3
2733,Roxana,53.0,,Coquimbo,Técnica,1,25.36,Sí,6
2734,Ileana,48.0,Masculino,Biobío,Técnica,3,21.29,Sí,3
2735,Elías,31.0,Masculino,Arica y Parinacota,Universitaria,4,,Sí,4
2736,Valeria,18.0,Femenino,Arica y Parinacota,Técnica,5,,Sí,6
2737,Felicidad,63.0,Masculino,Aysén,Media,4,37.82,Sí,8
2738,Emma,33.0,Masculino,Tarapacá,Básica,1,45.3,,8
2739,Tomás,,Femenino,Ñuble,Básica,2,38.21,,5
2740,Dalila,69.0,No binario,Ñuble,Básica,3,29.0,Sí,5
2741,Albert,,,Coquimbo,Postgrado,2,29.9,Sí,3
2742,Paola,52.0,Femenino,Atacama,Postgrado,5,38.65,No,5
2743,Erasmo,58.0,Masculino,Arica y Parinacota,Media,4,32.48,Sí,8
2744,Gabriel,23.0,,Atacama,Técnica,5,27.12,Sí,5
2745,Graciela,42.0,Femenino,Atacama,Postgrado,2,44.26,No,3
2746,Emperatriz,30.0,,Ñuble,,4,34.45,Sí,3
2747,Petrona,51.0,Masculino,Atacama,Técnica,5,15.75,,5
2748,Hugo,25.0,Femenino,Arica y Parinacota,Postgrado,1,28.2,Sí,5
2749,Lorena,38.0,Femenino,Maule,Postgrado,1,30.5,Sí,4
2750,Luis Ángel,51.0,Masculino,Los Lagos,Media,3,,Sí,3
2751,Jennifer,21.0,Masculino,Antofagasta,Universitaria,1,26.15,No,4
2752,Serafina,42.0,,Los Ríos,,1,25.83,Sí,8
2753,Cleto,32.0,Masculino,Atacama,Postgrado,2,12.15,Sí,6
2754,Geraldo,21.0,Femenino,Coquimbo,Postgrado,1,10.37,Sí,5
2755,Diana,62.0,,Los Ríos,Técnica,1,,Sí,3
2756,Apolonia,29.0,Masculino,Los Ríos,Universitaria,2,26.0,Sí,9
2757,Haydée,,Femenino,Metropolitana,Postgrado,1,16.61,,5
2758,Leandra,49.0,Masculino,Magallanes,Universitaria,1,19.76,Sí,8
2759,Heriberto,45.0,Femenino,Valparaíso,Básica,3,27.47,Sí,3
2760,Malena,30.0,Masculino,Coquimbo,Técnica,1,40.31,Sí,3
2761,Lorenza,48.0,No binario,O’Higgins,Media,1,39.65,Sí,5
2762,Elena,31.0,Femenino,Magallanes,Básica,3,39.99,No,3
2763,Benjamín,37.0,Femenino,Los Lagos,,2,19.9,Sí,7
2764,Marcelino,35.0,Masculino,Arica y Parinacota,Universitaria,1,27.78,Sí,5
2765,Samanta,46.0,Femenino,Metropolitana,Básica,5,42.36,No,1
2766,Carlos,,Masculino,Araucanía,Universitaria,2,12.35,No,7
2767,Rita,49.0,Masculino,Valparaíso,Media,2,25.41,No,5
2768,Chucho,46.0,Masculino,Biobío,Media,1,32.22,Sí,4
2769,Juanita,60.0,Femenino,Magallanes,Universitaria,3,,No,7
2770,Felicidad,19.0,Femenino,Coquimbo,Universitaria,2,,Sí,4
2771,Germán,40.0,Femenino,Magallanes,Media,3,45.47,Sí,5
2772,Modesta,36.0,Masculino,Metropolitana,Universitaria,5,,No,6
2773,Custodio,48.0,Masculino,Antofagasta,Postgrado,3,28.22,No,7
2774,Carlos,68.0,Femenino,Arica y Parinacota,Técnica,4,38.14,Sí,2
2775,Erasmo,22.0,Masculino,Maule,,3,12.84,No,7
2776,Noé,36.0,Femenino,Tarapacá,Universitaria,2,32.78,Sí,7
2777,Brígida,51.0,Masculino,Los Ríos,Universitaria,3,26.95,Sí,1
2778,Jacobo,27.0,Femenino,Ñuble,Técnica,3,28.51,Sí,9
2779,Patricio,42.0,Femenino,Aysén,Universitaria,4,31.04,,3
2780,José Luis,19.0,Masculino,Antofagasta,Técnica,4,33.88,Sí,8
2781,Amada,28.0,Masculino,O’Higgins,Media,1,,No,5
2782,Eli,67.0,Femenino,Araucanía,Técnica,2,20.2,Sí,3
2783,Camilo,48.0,Femenino,Ñuble,Técnica,1,,No,4
2784,Palmira,,Masculino,Maule,Postgrado,4,12.21,Sí,6
2785,Nadia,26.0,Masculino,Los Ríos,Universitaria,3,31.37,Sí,3
2786,Isabel,40.0,Femenino,Magallanes,Media,4,38.33,No,5
2787,Casandra,36.0,,Antofagasta,,5,43.92,Sí,5
2788,Eliana,26.0,Masculino,Valparaíso,Técnica,3,30.96,Sí,4
2789,Adelaida,52.0,Femenino,Metropolitana,Básica,1,48.86,Sí,1
2790,Ramona,38.0,Masculino,Aysén,Universitaria,3,29.65,Sí,6
2791,Estefanía,26.0,Femenino,Arica y Parinacota,Técnica,5,17.43,Sí,6
2792,Ofelia,45.0,Masculino,Los Lagos,Básica,4,29.44,Sí,4
2793,Aroa,63.0,No binario,Metropolitana,Postgrado,2,,Sí,3
2794,José,68.0,Femenino,Atacama,Básica,2,35.16,No,7
2795,Nazaret,24.0,Femenino,Magallanes,Postgrado,2,32.71,No,4
2796,Valero,33.0,Femenino,Coquimbo,Media,4,31.99,,4
2797,Juan Manuel,33.0,No binario,O’Higgins,Universitaria,2,39.67,Sí,4
2798,Anastasio,50.0,Femenino,Atacama,Básica,5,25.7,,5
2799,Remedios,21.0,Femenino,Aysén,Técnica,4,35.39,Sí,5
2800,Jose Carlos,21.0,Femenino,Atacama,Universitaria,2,32.81,No,9
2801,Consuelo,56.0,Femenino,O’Higgins,Básica,1,31.14,Sí,3
2802,Noelia,57.0,Femenino,Aysén,Técnica,4,29.34,Sí,4
2803,Martin,34.0,Masculino,Coquimbo,,4,17.29,Sí,1
2804,María Pilar,54.0,,Los Ríos,Técnica,3,27.46,Sí,2
2805,Dani,56.0,Masculino,Valparaíso,Técnica,2,28.1,No,10
2806,Feliciano,69.0,No binario,Araucanía,Básica,1,22.77,No,9
2807,Marisa,46.0,Masculino,Biobío,Media,5,16.42,Sí,5
2808,Flor,69.0,No binario,Los Lagos,Postgrado,4,,No,7
2809,Cándido,53.0,Femenino,Coquimbo,Postgrado,5,25.27,Sí,7
2810,Trini,55.0,Femenino,Arica y Parinacota,Postgrado,5,16.6,Sí,4
2811,Luna,56.0,Femenino,Metropolitana,Media,5,16.59,Sí,6
2812,José,67.0,,Valparaíso,Técnica,3,9.08,Sí,5
2813,Dionisia,54.0,Masculino,Tarapacá,Técnica,5,32.95,Sí,5
2814,Griselda,69.0,Masculino,Biobío,Universitaria,2,39.78,Sí,6
2815,Filomena,52.0,Femenino,Metropolitana,Postgrado,2,30.16,Sí,4
2816,Iris,,Masculino,Valparaíso,Postgrado,1,,Sí,4
2817,Augusto,,Femenino,Coquimbo,Técnica,1,16.1,No,10
2818,Brunilda,45.0,Masculino,O’Higgins,Postgrado,5,7.95,Sí,5
2819,Daniel,39.0,Masculino,Coquimbo,Técnica,5,29.67,Sí,12
2820,Francisco Javier,31.0,Masculino,Biobío,Técnica,3,36.16,Sí,3
2821,Pacífica,24.0,No binario,Tarapacá,Técnica,5,21.68,,7
2822,Jose Angel,54.0,Femenino,Valparaíso,Básica,5,40.55,No,1
2823,Priscila,,Masculino,Magallanes,Básica,5,,,8
2824,Ariel,22.0,Femenino,Los Lagos,Básica,4,40.85,No,3
2825,José Ángel,19.0,Masculino,Araucanía,Básica,4,22.19,Sí,7
2826,Hilario,,No binario,Arica y Parinacota,Media,3,3.37,No,4
2827,Victoria,38.0,,Coquimbo,Universitaria,3,36.26,No,10
2828,Anunciación,55.0,Masculino,Los Lagos,Universitaria,2,20.77,Sí,4
2829,Carmelo,,,Valparaíso,Técnica,3,,Sí,8
2830,Trinidad,38.0,Masculino,Aysén,Postgrado,2,34.82,Sí,8
2831,Gastón,27.0,No binario,Metropolitana,Básica,5,21.11,No,4
2832,Apolinar,40.0,Masculino,Los Lagos,Universitaria,3,15.87,,4
2833,Jose Luis,56.0,Femenino,Tarapacá,Universitaria,3,43.11,Sí,3
2834,Jesusa,,Masculino,Arica y Parinacota,Básica,3,27.95,Sí,3
2835,Rosaura,18.0,,Valparaíso,Media,2,15.65,No,4
2836,Judith,30.0,Femenino,Antofagasta,Media,2,25.37,Sí,4
2837,Cristóbal,38.0,Femenino,Coquimbo,,1,51.33,No,2
2838,Marina,43.0,Femenino,Araucanía,Media,2,31.12,No,8
2839,Eliseo,67.0,Femenino,Aysén,Básica,2,23.58,Sí,7
2840,Onofre,62.0,Masculino,Biobío,Universitaria,4,35.01,Sí,7
2841,Domingo,38.0,Masculino,Los Ríos,Básica,3,25.46,Sí,2
2842,Celia,,Masculino,Magallanes,Media,2,24.91,Sí,9
2843,Nicanor,54.0,No binario,Aysén,Básica,3,,Sí,2
2844,Arturo,62.0,Masculino,Tarapacá,Media,3,38.54,Sí,8
2845,Jafet,49.0,Femenino,Aysén,Media,4,31.95,Sí,3
2846,Armando,53.0,Femenino,Arica y Parinacota,Básica,3,44.22,No,4
2847,Brígida,34.0,Masculino,Arica y Parinacota,Media,2,33.07,Sí,11
2848,Encarnación,52.0,Masculino,Los Ríos,Técnica,3,,No,6
2849,Emiliana,66.0,Masculino,Biobío,,1,36.5,Sí,5
2850,Nando,28.0,Masculino,Atacama,Técnica,1,27.4,Sí,9
2851,Josué,38.0,Masculino,Ñuble,Básica,4,28.65,Sí,5
2852,Amalia,69.0,Masculino,Los Ríos,Media,2,48.28,Sí,4
2853,Bernabé,43.0,Femenino,Magallanes,Media,4,43.04,,6
2854,María,21.0,No binario,Tarapacá,Universitaria,1,45.47,Sí,2
2855,Ruperta,51.0,Masculino,Arica y Parinacota,Universitaria,2,19.93,Sí,7
2856,René,69.0,Masculino,Valparaíso,Técnica,3,11.25,,8
2857,Telmo,65.0,Masculino,Los Lagos,Media,2,21.57,Sí,3
2858,Moisés,35.0,Femenino,Atacama,Universitaria,5,31.65,No,2
2859,Gilberto,57.0,Femenino,Ñuble,Media,2,23.54,No,3
2860,Adelardo,52.0,Masculino,Los Ríos,Básica,3,30.27,Sí,9
2861,Loida,58.0,Masculino,Araucanía,Universitaria,5,,,6
2862,Alejandro,46.0,Femenino,Aysén,Técnica,4,12.35,Sí,2
2863,Poncio,69.0,Femenino,Metropolitana,Universitaria,2,34.29,,7
2864,Calixto,46.0,,Magallanes,Media,4,30.31,Sí,6
2865,Édgar,55.0,Femenino,Biobío,Postgrado,2,43.29,No,3
2866,Conrado,59.0,Masculino,Valparaíso,Postgrado,1,31.6,Sí,4
2867,Obdulia,38.0,Masculino,Coquimbo,Media,1,37.83,No,5
2868,Aristides,59.0,Femenino,Ñuble,Básica,3,21.81,,7
2869,Perla,30.0,Femenino,Araucanía,Universitaria,1,33.47,Sí,6
2870,Bonifacio,66.0,Masculino,Los Ríos,Postgrado,5,38.09,No,3
2871,Mónica,58.0,No binario,Araucanía,Básica,5,35.56,Sí,9
2872,Roldán,34.0,Masculino,Araucanía,Media,2,27.73,No,4
2873,Gastón,26.0,,Araucanía,Básica,4,33.5,Sí,3
2874,Nuria,58.0,Femenino,Tarapacá,,5,36.23,No,6
2875,Édgar,18.0,Femenino,Coquimbo,Universitaria,2,42.01,No,4
2876,Toni,19.0,No binario,Maule,Básica,4,24.39,Sí,9
2877,Nadia,65.0,Masculino,Maule,Universitaria,1,18.83,No,2
2878,Nicolasa,46.0,No binario,Tarapacá,Básica,2,21.69,Sí,5
2879,María Carmen,50.0,Femenino,Metropolitana,Media,4,,Sí,7
2880,Conrado,27.0,,Ñuble,Media,3,30.04,Sí,7
2881,Fabiana,67.0,Masculino,Los Lagos,Básica,3,36.27,Sí,8
2882,Lupita,57.0,Femenino,Atacama,Media,5,38.31,Sí,5
2883,Jeremías,38.0,Femenino,Los Ríos,Técnica,4,11.15,No,6
2884,Marina,45.0,Masculino,Los Ríos,,3,25.19,Sí,6
2885,Hernán,28.0,No binario,Antofagasta,Universitaria,5,32.12,No,2
2886,Natanael,51.0,Masculino,Biobío,Técnica,2,41.15,No,2
2887,Zaira,25.0,Masculino,Magallanes,Técnica,2,29.47,No,7
2888,Ale,39.0,Femenino,Arica y Parinacota,Postgrado,4,43.65,No,7
2889,Pascual,25.0,Femenino,Antofagasta,,4,35.51,No,3
2890,Zaira,,Femenino,Biobío,Postgrado,4,33.81,,5
2891,Adriana,32.0,Masculino,Maule,Postgrado,4,28.9,Sí,5
2892,Jenny,34.0,No binario,Los Lagos,,3,29.75,Sí,3
2893,Remedios,40.0,Masculino,Aysén,Universitaria,3,33.31,Sí,4
2894,Nereida,,Masculino,Maule,Universitaria,5,28.05,,3
2895,Paola,62.0,Masculino,Metropolitana,Técnica,3,41.13,Sí,2
2896,Albano,36.0,Femenino,Magallanes,Universitaria,2,38.8,Sí,6
2897,Carolina,22.0,No binario,Antofagasta,Técnica,5,41.98,No,7
2898,Gisela,49.0,Femenino,Los Ríos,Universitaria,3,19.6,Sí,4
2899,Estefanía,61.0,Femenino,Antofagasta,Básica,4,19.27,Sí,5
2900,Nereida,18.0,,Atacama,Básica,3,34.88,Sí,6
2901,Jose Luis,40.0,Femenino,Magallanes,Universitaria,1,29.19,Sí,6
2902,Abraham,54.0,Femenino,Metropolitana,Media,5,32.59,Sí,7
2903,Elías,25.0,Femenino,Metropolitana,Técnica,3,18.83,Sí,5
2904,Edu,30.0,,Araucanía,Universitaria,3,15.42,No,2
2905,Aránzazu,25.0,Femenino,Araucanía,Técnica,2,32.33,,6
2906,Adalberto,40.0,Femenino,Los Lagos,,4,22.4,Sí,8
2907,Paulino,60.0,Femenino,Tarapacá,Universitaria,4,37.14,Sí,7
2908,Vicente,18.0,Femenino,Araucanía,Media,2,,No,5
2909,Encarna,62.0,Masculino,Aysén,Postgrado,2,21.13,Sí,5
2910,Mario,,Femenino,Coquimbo,Universitaria,1,,Sí,8
2911,Fabiana,41.0,Masculino,Metropolitana,,5,42.48,No,7
2912,Baudelio,52.0,Femenino,Metropolitana,Universitaria,4,36.98,Sí,5
2913,Ale,41.0,Femenino,Valparaíso,Básica,2,15.04,Sí,6
2914,Amor,34.0,Masculino,Ñuble,Básica,2,10.03,Sí,6
2915,Modesta,,No binario,Ñuble,Universitaria,5,24.03,Sí,4
2916,Lorenzo,,Femenino,Araucanía,Universitaria,2,39.47,Sí,4
2917,Marcelo,38.0,Masculino,O’Higgins,Básica,1,24.73,Sí,7
2918,Ale,57.0,Femenino,Antofagasta,Técnica,5,27.93,No,2
2919,Paula,48.0,Masculino,Aysén,,1,39.91,Sí,3
2920,Felicia,63.0,Femenino,Arica y Parinacota,Media,3,20.12,Sí,2
2921,Nadia,,Femenino,Antofagasta,Universitaria,4,23.18,No,2
2922,Joaquín,28.0,No binario,Biobío,Postgrado,2,32.2,No,6
2923,Florencia,69.0,Femenino,Tarapacá,Postgrado,5,27.2,No,2
2924,Jose Carlos,32.0,Femenino,Tarapacá,Técnica,1,21.23,Sí,5
2925,Jose Francisco,36.0,Femenino,Los Lagos,Postgrado,4,37.07,Sí,6
2926,Modesta,24.0,Masculino,Los Lagos,Universitaria,4,35.18,,3
2927,Manu,68.0,Femenino,Tarapacá,,2,38.32,Sí,7
2928,Dorita,45.0,Femenino,Coquimbo,Universitaria,4,28.47,Sí,5
2929,David,68.0,Masculino,Los Ríos,,2,12.39,Sí,5
2930,Cristóbal,,Masculino,Arica y Parinacota,Básica,3,30.11,Sí,2
2931,Eva María,22.0,Femenino,Ñuble,Técnica,2,18.28,Sí,10
2932,Nando,22.0,Femenino,Atacama,Media,1,9.73,No,2
2933,Félix,,,Los Lagos,Básica,4,27.25,Sí,3
2934,Domitila,,Masculino,Ñuble,Media,4,31.02,Sí,5
2935,Fidel,25.0,Masculino,Coquimbo,Universitaria,4,45.98,Sí,5
2936,María Manuela,27.0,Femenino,Tarapacá,Básica,2,17.94,Sí,5
2937,Casandra,55.0,Masculino,Coquimbo,,5,,No,10
2938,Mariano,64.0,Femenino,Ñuble,Postgrado,2,14.01,No,5
2939,Danilo,49.0,Masculino,Aysén,Media,1,42.7,Sí,7
2940,Imelda,65.0,Femenino,Atacama,Universitaria,2,22.99,No,5
2941,Natividad,,Masculino,O’Higgins,,4,26.65,Sí,7
2942,Constanza,34.0,Femenino,Arica y Parinacota,Técnica,3,26.78,Sí,5
2943,Ceferino,48.0,Masculino,Aysén,Postgrado,1,37.59,No,4
2944,Reyna,25.0,Femenino,Araucanía,Básica,3,15.5,No,3
2945,Ángel,57.0,Masculino,Coquimbo,Básica,1,28.23,Sí,6
2946,Amancio,42.0,Femenino,Los Lagos,Básica,1,23.59,Sí,3
2947,Cesar,,Femenino,Los Lagos,Postgrado,4,51.98,Sí,3
2948,Maxi,19.0,Masculino,Biobío,,2,19.15,Sí,7
2949,Odalis,32.0,Femenino,Araucanía,Postgrado,4,4.18,Sí,8
2950,Adán,67.0,Femenino,Ñuble,Postgrado,4,46.95,Sí,5
2951,Eugenio,,Masculino,Arica y Parinacota,Básica,4,34.91,No,5
2952,Toni,66.0,Masculino,Ñuble,Postgrado,3,22.13,Sí,4
2953,Itziar,53.0,Masculino,Ñuble,Básica,1,29.68,Sí,5
2954,Alfonso,21.0,,Atacama,Universitaria,5,21.99,No,4
2955,Consuelo,31.0,Femenino,O’Higgins,Técnica,2,10.43,Sí,3
2956,Custodia,58.0,Masculino,Arica y Parinacota,Básica,4,28.36,No,4
2957,Rita,58.0,Femenino,Biobío,Media,1,28.29,No,3
2958,Luna,,Femenino,Aysén,,2,33.39,No,7
2959,Nazaret,67.0,,Tarapacá,Universitaria,5,20.27,Sí,10
2960,Jose Manuel,27.0,Femenino,Arica y Parinacota,Técnica,5,22.25,Sí,5
2961,Aarón,38.0,No binario,Biobío,Básica,4,26.23,,6
2962,Baldomero,53.0,Femenino,Metropolitana,Universitaria,5,20.19,No,4
2963,América,29.0,Masculino,Tarapacá,Media,5,41.37,No,4
2964,Salomé,44.0,Femenino,Arica y Parinacota,Básica,2,38.49,Sí,7
2965,Maribel,57.0,Femenino,Aysén,Básica,2,24.84,Sí,7
2966,Daniel,19.0,Femenino,Araucanía,Universitaria,4,35.35,No,6
2967,Seve,30.0,Femenino,Magallanes,Universitaria,1,17.62,Sí,2
2968,Jose Luis,49.0,Femenino,Valparaíso,Técnica,4,25.39,Sí,4
2969,Quique,,Femenino,Valparaíso,Media,3,44.64,,8
2970,Amílcar,33.0,Masculino,Ñuble,Técnica,5,,Sí,9
2971,Apolonia,49.0,Masculino,Tarapacá,Técnica,1,32.89,Sí,11
2972,Angelita,49.0,Femenino,Aysén,Básica,2,26.41,Sí,4
2973,Virginia,51.0,Femenino,Arica y Parinacota,Universitaria,3,29.58,No,5
2974,Genoveva,28.0,Masculino,Los Lagos,Básica,3,,Sí,6
2975,Rosalía,27.0,Femenino,Ñuble,Media,5,,Sí,3
2976,Elba,32.0,Femenino,Antofagasta,Técnica,2,33.76,Sí,2
2977,Máximo,34.0,Masculino,Ñuble,Media,1,,Sí,10
2978,Oriana,57.0,Masculino,Los Lagos,Universitaria,2,29.74,Sí,7
2979,Godofredo,,Masculino,Coquimbo,,5,23.46,Sí,5
2980,Custodia,26.0,No binario,Magallanes,Postgrado,3,20.92,Sí,5
2981,Débora,42.0,Masculino,Valparaíso,Media,5,20.01,No,3
2982,Purificación,57.0,Masculino,Antofagasta,Básica,4,27.48,No,2
2983,Tatiana,31.0,Femenino,Maule,,3,37.34,No,3
2984,Alejandra,42.0,Masculino,Biobío,Técnica,5,21.41,No,6
2985,Natalia,67.0,Masculino,Coquimbo,Universitaria,1,30.41,,3
2986,Amor,39.0,Masculino,Los Ríos,,1,30.15,No,7
2987,Evangelina,69.0,Femenino,Tarapacá,Media,1,39.3,No,1
2988,Irma,47.0,Femenino,Ñuble,Media,4,30.13,Sí,8
2989,Cipriano,37.0,Masculino,Valparaíso,,2,15.12,Sí,8
2990,Roldán,38.0,Masculino,Araucanía,Técnica,1,51.25,Sí,4
2991,Ruth,61.0,No binario,O’Higgins,Técnica,4,39.72,,3
2992,Atilio,49.0,Masculino,Biobío,,1,34.83,Sí,4
2993,Ascensión,68.0,Masculino,Valparaíso,Media,4,24.25,Sí,4
2994,Felicia,63.0,Masculino,Atacama,Básica,1,26.81,No,3
2995,Fortunata,,,Valparaíso,Postgrado,2,15.78,No,6
2996,Eric,38.0,Femenino,O’Higgins,Técnica,5,26.66,Sí,5
2997,Encarnación,52.0,Masculino,O’Higgins,Universitaria,1,31.76,Sí,12
2998,Josep,49.0,Femenino,Los Ríos,Postgrado,5,29.75,Sí,5
2999,Jacinto,,Masculino,Ñuble,Universitaria,1,47.53,No,5
3000,Agustina,56.0,Masculino,Tarapacá,Postgrado,2,36.71,Sí,3
3001,Luciano,66.0,,O’Higgins,Básica,5,39.74,No,9
3002,Eli,29.0,Masculino,Valparaíso,Básica,4,35.4,Sí,5
3003,Ambrosio,58.0,Femenino,Magallanes,,1,31.63,Sí,8
3004,Esther,64.0,Masculino,Tarapacá,Universitaria,1,34.55,No,6
3005,Esperanza,35.0,Femenino,Arica y Parinacota,Postgrado,4,10.16,Sí,3
3006,Águeda,38.0,Masculino,Valparaíso,,2,27.4,No,3
3007,Moisés,30.0,Femenino,Los Ríos,Media,3,16.02,Sí,4
3008,Fabio,38.0,Masculino,Metropolitana,Técnica,1,18.2,No,9
3009,Kike,25.0,Femenino,Los Lagos,,4,41.94,Sí,8
3010,Mariano,63.0,Masculino,Los Lagos,Media,3,,Sí,7
3011,Martín,57.0,,Ñuble,Técnica,1,16.76,Sí,5
3012,Ezequiel,63.0,Masculino,Coquimbo,Técnica,5,33.9,Sí,8
3013,Ofelia,24.0,No binario,Los Lagos,Universitaria,4,29.31,Sí,6
3014,María Ángeles,40.0,Masculino,Ñuble,Media,5,34.46,No,4
3015,Rufino,61.0,Masculino,O’Higgins,Media,2,47.56,No,3
3016,Carmela,,Femenino,Biobío,,3,35.73,Sí,4
3017,Dorita,28.0,Masculino,Los Ríos,Básica,4,,Sí,3
3018,Liliana,39.0,Masculino,Araucanía,Media,1,,No,3
3019,Roque,39.0,No binario,Maule,Postgrado,1,27.8,Sí,3
3020,Juanito,60.0,No binario,Atacama,Básica,3,31.68,No,5
3021,Leonardo,42.0,Masculino,Metropolitana,Básica,5,13.47,No,5
3022,Ruth,39.0,No binario,O’Higgins,Básica,5,35.03,No,4
